3.461349207999940281e-01 8.078345588505203567e-01
7.767595639103597183e-02 1.088864550351329452e-01
-1.085538165401032540e+00 7.791614589115354317e-01
4.739132403601608035e-01 1.645505681249143759e+00
-3.727806625598957535e-02 2.479491945371629091e-01
-9.674227094770515567e-02 1.209710049121164754e+00
-8.859188690057879789e-01 5.734443001724348621e-01
1.583329072022856276e-01 1.251626816158406541e+00
-9.344414386980780529e-01 1.013365500508430994e+00
1.784976726675803760e-01 2.183950404462042805e+00
1.419807298106352533e+00 4.506301144569374584e-01
-8.842220329827075176e-01 7.413149074645665193e-01
-1.438841856446471557e+00 4.352451231220071937e-01
-1.994496794006890839e-01 1.672501456973946699e+00
7.864173450912088636e-01 1.483268505195239895e-01
4.308293370281888746e-01 -6.244325468138848256e-01
-3.621238213034830289e-01 -9.760054741766782671e-01
1.044318587802628873e+00 -2.443515461590900495e-01
-1.418047204192643962e-01 2.282157944596197474e+00
-4.286516793015963944e-02 1.495019216452896815e+00
-4.221638777476845461e-01 1.263093806911415928e+00
-1.117568022926829663e+00 -6.731391191723169465e-01
1.564496681380183052e+00 1.105789811706963999e+00
-2.710454316666402463e-01 1.009071586023848166e+00
2.334317236536142259e-01 2.406220014813849506e+00
2.435462683253201976e-01 8.661952497636480341e-01
-1.286036662248086215e-01 6.673230420176080591e-01
4.084460542866281130e-01 -4.406145848815180566e-01
8.662800496696539954e-01 6.993058684050476037e-01
-1.185946457340905535e+00 4.662137666458778251e-01
1.201614057261517932e+00 6.951932199022008430e-01
-5.128879937660552057e-01 4.537915212852408620e-01
-6.189338663256355177e-01 -2.353117793114442025e-01
-7.049871010328083720e-01 5.245837373486283983e-01
-1.108315056589105618e-01 2.053762043817700889e+00
1.028602323393483342e+00 8.723315727170937173e-01
-6.454748076003410939e-02 2.058592761329503418e+00
5.629876088180545413e-01 1.062285291414416299e+00
-1.100958089329499678e+00 6.158821934775141616e-01
6.684811172751784492e-01 1.336790226583484120e+00
-5.351935182595272122e-01 1.133331837962529454e+00
-3.148550501615482999e-01 6.131843190898483842e-01
9.350081192964426746e-01 5.249941357485654603e-01
5.195466670281329025e-01 2.080929612173812338e+00
5.243211138790144776e-01 1.246663591027531659e+00
2.620963617421810665e-02 7.695059854225332341e-01
3.931706599871110513e-02 2.069380474401053549e-01
6.517207687602390997e-01 2.702156391308343952e+00
-2.361660438944546136e-01 4.889251496440292777e-01
3.241881768540433861e-01 4.461164756897706418e-02
-8.792183280737697615e-01 1.112954858244247891e+00
-3.007534155343093429e-01 1.193579735359779237e+00
1.801585784253587619e-01 1.993441528359962245e+00
-2.270288150516465153e-01 2.240964253061045852e+00
2.748188302817690110e-01 5.349690569466826195e-01
4.509931107179523946e-01 1.678074162847442263e+00
1.974113771801299100e-01 -2.692766614655298651e-01
-2.077886610561506808e-01 7.988394452718660110e-01
1.233422493947467391e+00 2.286614532294239943e-01
-4.837980551992291378e-01 4.478687144808145559e-01
1.627970001620255014e-01 1.321826301278279159e+00
5.936275833483353193e-01 7.154339767969337682e-01
3.161232660276971917e-01 1.195527721054602699e+00
2.641109956371691103e-01 1.600036447700621256e+00
-1.635677533726579980e-01 2.551849939475815399e-01
2.151704613432191548e-01 3.367966230376823189e-01
-1.136986360607447288e+00 -1.369801913283773542e-01
-8.086350929480433658e-01 8.549005115498359286e-01
3.234998544917667695e-01 -8.803704604659990940e-01
4.048052281054512758e-01 1.751200086338060569e-01
-6.665708161434470425e-01 3.283918105920566877e-01
-2.646377874553155762e-01 -2.777768680471516261e-01
-4.689250420406672060e-01 5.473882451900177193e-01
-9.407831138580559083e-01 5.408175201292088063e-01
-1.111310998873459965e+00 7.922426188471303199e-01
5.380040021723888621e-01 6.150308973153759684e-01
1.211441942426020990e+00 1.708686517314031761e+00
5.786790499686091938e-01 -5.438089975890999517e-01
7.255593725321908272e-01 1.805943297389033919e+00
3.489691778049928694e-01 -1.053389964958484359e-02
-9.150736997563637676e-01 2.362021810883375483e+00
8.127833884933527431e-01 1.185076188721824852e+00
4.623073763316981610e-01 1.874210702156587915e-01
-4.614751433065085173e-01 -1.309476376407207043e-01
2.036399831851868902e-01 8.493683859037570727e-02
7.080516165337319423e-01 7.025330785866741312e-01
-1.061257227177379858e-02 -1.985212172582850876e-02
4.476127541971958723e-01 1.597379256963364025e+00
5.167561365238195759e-01 -3.467781593266029416e-01
3.314822680734709204e-01 3.729920625119515498e-01
8.836495437557586596e-01 1.035667799841086811e+00
-1.151142525471199107e+00 8.790608960285455353e-01
5.604237299192805777e-01 -3.852394494590790641e-01
8.297924303283443770e-01 5.602032984072098376e-01
-4.196667002894093335e-01 1.012496981012783515e+00
-4.582897272409333089e-01 1.700578871143841653e+00
1.442798475730760366e+00 -9.659863880754729903e-01
4.976930170513900187e-01 -8.453022225350480534e-01
1.736842424197532209e-01 1.578475652610632052e+00
7.483748356937153234e-01 -6.519239572327736321e-01
-8.133414858113489077e-01 -4.462115325953622813e-01
5.983967112980312919e-01 4.722954572193212575e-01
6.131380666100808563e-01 1.035185945413541031e+00
-3.769853228636096953e-02 4.025697408160109347e-01
-1.334961808417563234e-01 -1.872928735334924433e-01
-1.222152965211952824e-01 1.284414358384728505e+00
-3.032708014085694903e-01 1.184329266693442628e+00
1.022428231692380091e-01 2.760497193056655751e-01
4.685412410055286303e-01 6.141589074827082939e-01
1.228634706732480986e+00 9.315666884031816863e-01
-7.416132257749724621e-02 5.932238866265291399e-01
9.139014616323218321e-02 -1.047829510301954148e-01
-4.138598033247282149e-01 1.360710937991726599e+00
5.520825300056952933e-01 7.376691767967487046e-01
-2.674253847419070240e-01 6.719739867478931039e-01
1.405473483974924997e-01 1.607600261272207787e+00
8.519169262134717036e-01 1.117223697136514815e+00
-1.535842054366105824e-01 1.754087360937507389e+00
2.645562808437755820e-01 3.330053166516956931e-01
-1.181636978945481253e+00 6.669740221043053419e-01
8.912790418946005266e-02 1.864700113791120106e+00
-7.003088390420647569e-01 1.406258004174548937e+00
-3.131950948488038677e-01 1.875622952803412957e+00
-8.516097193234396512e-01 6.883406720289708680e-01
-7.585059024297827190e-02 6.379167616619205727e-01
3.666531480680020882e-01 6.222571303296716705e-01
7.223981506120112916e-01 8.312470129492450788e-01
-5.831785304384500268e-01 3.817186255565225839e-01
4.923663405637707102e-01 7.636675152978036341e-01
6.152258452291268220e-01 1.838570710859370294e+00
3.259679737878247718e-01 -7.217077726215016531e-01
1.177416525123597679e-01 2.022063651008593421e+00
2.810113526173398935e-01 3.409897809136113733e-01
4.994809571944439086e-01 3.518774845351098635e-01
9.986482015099560350e-01 7.688661163306058643e-01
-4.029937033924868017e-01 1.204779627325701430e+00
6.960648355212980531e-01 1.294198549389967923e+00
-2.056207380026194298e-01 2.964086816210141362e-01
6.744757859467007677e-01 -1.180795325162419473e+00
-1.328951899339327447e+00 2.799939787239832945e-01
-7.131253511739954476e-02 -7.245410407476796655e-01
1.733639775764410362e-02 1.426911488936768002e+00
